plant_id,country,cement_type,process_type,capacity_tpd,commissioning_year,kiln_count,grinding_mills
GLOBAL_1067,USA,CEM V,Wet,6303.478944711123,2010,4,4
GLOBAL_1068,Turkey,CEM V,Dry,18682.77285568557,2015,1,4
GLOBAL_1069,USA,CEM III,Wet,1468.2436880901307,2013,2,1
GLOBAL_1070,Germany,CEM IV,Dry,14237.09076959074,2000,1,1
GLOBAL_1071,Japan,CEM I,Wet,14781.201423981684,2018,1,7
GLOBAL_1072,USA,CEM V,Semi-dry,16891.192970797587,1992,2,2
GLOBAL_1073,Germany,CEM IV,Semi-dry,19514.34690213103,1990,1,7
GLOBAL_1074,Mexico,CEM V,Wet,19536.436463976395,2008,3,4
GLOBAL_1075,Mexico,CEM V,Semi-dry,2240.258393762814,2011,1,7
GLOBAL_1076,Russia,CEM I,Semi-dry,16614.947132305148,2003,1,7
GLOBAL_1077,USA,CEM I,Semi-dry,13279.888739490245,2003,4,7
GLOBAL_1078,Turkey,CEM V,Dry,13299.500553088732,2005,4,2
GLOBAL_1079,USA,CEM II,Semi-dry,3438.648605679201,2022,2,6
GLOBAL_1080,Turkey,CEM V,Dry,13353.556162467414,2002,2,1
GLOBAL_1081,India,CEM V,Wet,19667.16903142371,2001,4,5
GLOBAL_1082,Russia,CEM III,Semi-dry,18324.552821249494,2022,3,7
GLOBAL_1083,India,CEM III,Semi-dry,9343.48255529216,2022,1,5
GLOBAL_1084,USA,CEM III,Semi-dry,1759.0114924357924,2018,3,6
GLOBAL_1085,Russia,CEM II,Wet,7883.576310003892,1994,3,1
GLOBAL_1086,India,CEM II,Dry,16701.41592041055,1995,4,4
GLOBAL_1087,China,CEM V,Dry,14328.482927838155,2020,2,5
GLOBAL_1088,USA,CEM III,Semi-dry,9727.529456285172,2005,1,4
GLOBAL_1089,India,CEM II,Wet,2046.9291680177907,2020,2,5
GLOBAL_1090,China,CEM I,Wet,9110.99982864275,2014,3,4
GLOBAL_1091,China,CEM V,Wet,9911.473854639786,2022,3,7
GLOBAL_1092,Mexico,CEM IV,Wet,18642.555124988583,2002,2,5
GLOBAL_1093,USA,CEM V,Wet,13180.63596806103,1999,2,4
GLOBAL_1094,China,CEM IV,Dry,6921.405416438329,2013,4,6
GLOBAL_1095,Mexico,CEM III,Dry,10981.047024563706,1999,2,2
GLOBAL_1096,India,CEM IV,Dry,2255.050848621041,2020,2,4
GLOBAL_1097,Germany,CEM III,Semi-dry,19478.796477345,2002,4,2
GLOBAL_1098,USA,CEM I,Wet,7841.138136683794,1992,2,2
GLOBAL_1099,Russia,CEM IV,Semi-dry,10079.47974334958,2023,3,1
GLOBAL_1100,Turkey,CEM V,Wet,7750.395510501529,2017,2,7
GLOBAL_1101,Turkey,CEM III,Dry,13967.722872207803,2008,1,6
GLOBAL_1102,India,CEM V,Semi-dry,13582.411008262268,2012,3,2
GLOBAL_1103,Italy,CEM II,Dry,14591.123900053577,2021,4,3
GLOBAL_1104,Italy,CEM III,Wet,6094.721362626496,2002,3,7
GLOBAL_1105,India,CEM IV,Wet,6997.701142117254,2022,4,2
GLOBAL_1106,China,CEM III,Wet,3379.773390827951,2023,1,4
GLOBAL_1107,USA,CEM V,Dry,13454.689465076139,2022,1,2
GLOBAL_1108,Turkey,CEM I,Wet,1756.1454193773984,1994,3,4
GLOBAL_1109,Turkey,CEM III,Dry,12355.964374945723,1992,2,4
GLOBAL_1110,China,CEM IV,Semi-dry,17524.221812181044,1996,3,3
GLOBAL_1111,Turkey,CEM II,Wet,17925.810817503036,2013,3,2
GLOBAL_1112,Russia,CEM I,Wet,9531.717447029272,2011,1,2
GLOBAL_1113,USA,CEM II,Wet,9726.770076048402,2012,4,5
GLOBAL_1114,Japan,CEM III,Semi-dry,2462.4144771523297,2019,3,7
GLOBAL_1115,Turkey,CEM V,Wet,13744.53548341768,2007,2,5
GLOBAL_1116,India,CEM V,Dry,16603.928987084066,2021,1,1
GLOBAL_1117,Russia,CEM IV,Dry,5648.446037489548,1996,3,4
GLOBAL_1118,Turkey,CEM V,Wet,9004.716751033928,2022,3,3
GLOBAL_1119,Russia,CEM I,Wet,16937.947398540135,1994,2,5
GLOBAL_1120,Mexico,CEM V,Semi-dry,17665.28888558347,2017,3,2
GLOBAL_1121,Japan,CEM IV,Semi-dry,5620.419625020293,1997,3,1
GLOBAL_1122,Brazil,CEM III,Semi-dry,11460.842056285921,2004,3,3
GLOBAL_1123,India,CEM III,Wet,4657.369862080714,1993,3,6
GLOBAL_1124,India,CEM V,Semi-dry,2935.6965186515745,2023,2,2
GLOBAL_1125,USA,CEM II,Semi-dry,18311.28952644719,1994,3,2
GLOBAL_1126,Russia,CEM III,Dry,16589.642580410073,2022,3,6
GLOBAL_1127,China,CEM V,Semi-dry,15440.663134260305,1994,3,4
GLOBAL_1128,India,CEM IV,Dry,1926.560057449668,2023,1,4
GLOBAL_1129,Russia,CEM V,Dry,17030.84706149489,2015,2,5
GLOBAL_1130,Russia,CEM III,Semi-dry,9322.837442202292,1990,1,5
GLOBAL_1131,Germany,CEM IV,Dry,7505.507342621333,1993,1,2
GLOBAL_1132,Germany,CEM V,Wet,11383.050859482153,2015,2,7
GLOBAL_1133,Brazil,CEM I,Wet,2735.7116117475607,2022,1,2
GLOBAL_1134,Mexico,CEM IV,Semi-dry,15376.284437695578,2022,1,5
GLOBAL_1135,Brazil,CEM I,Wet,12066.266460877621,1997,1,6
GLOBAL_1136,Turkey,CEM II,Dry,4545.211840590183,2009,2,5
GLOBAL_1137,China,CEM IV,Wet,4576.411795611866,2005,3,2
GLOBAL_1138,Turkey,CEM I,Semi-dry,4500.72437988081,2010,4,3
GLOBAL_1139,Italy,CEM III,Semi-dry,2083.045363486746,2015,4,2
GLOBAL_1140,Turkey,CEM III,Dry,12168.170538062011,2012,2,3
GLOBAL_1141,USA,CEM II,Semi-dry,16966.615374181652,2007,4,3
GLOBAL_1142,Turkey,CEM IV,Wet,1332.4660657603833,2020,2,2
GLOBAL_1143,Brazil,CEM IV,Semi-dry,1931.0882544541973,2001,2,7
GLOBAL_1144,India,CEM IV,Dry,11882.63525705197,1990,4,7
GLOBAL_1145,India,CEM II,Semi-dry,16570.418022334994,1998,1,1
GLOBAL_1146,Germany,CEM IV,Wet,7208.038920804038,1992,3,5
GLOBAL_1147,China,CEM III,Dry,7642.673577346721,2015,4,7
GLOBAL_1148,China,CEM I,Wet,12330.583452438743,1998,4,4
GLOBAL_1149,USA,CEM III,Dry,6210.044893358793,2005,4,2
GLOBAL_1150,Brazil,CEM III,Semi-dry,1505.5589554759986,2013,4,3
GLOBAL_1151,Germany,CEM I,Dry,14969.341843930326,2003,2,2
GLOBAL_1152,Italy,CEM III,Dry,12887.348345887609,1992,2,5
GLOBAL_1153,China,CEM II,Semi-dry,12034.363982057523,2023,3,6
GLOBAL_1154,India,CEM I,Wet,15091.99845084464,2022,3,7
GLOBAL_1155,Turkey,CEM III,Semi-dry,13829.385913678712,2013,4,7
GLOBAL_1156,Turkey,CEM V,Dry,4911.757775388101,1998,4,7
GLOBAL_1157,Germany,CEM III,Semi-dry,7697.139891923672,2002,4,3
GLOBAL_1158,Brazil,CEM II,Dry,3396.092691893875,1991,3,4
GLOBAL_1159,Brazil,CEM IV,Semi-dry,3467.2832549397394,1996,4,4
GLOBAL_1160,Mexico,CEM III,Semi-dry,13847.719180774246,2010,1,7
GLOBAL_1161,Japan,CEM IV,Wet,17313.402032667465,2008,3,4
GLOBAL_1162,China,CEM V,Dry,19291.91909336164,2014,1,6
GLOBAL_1163,Brazil,CEM III,Wet,12938.595233439444,2011,4,7
GLOBAL_1164,India,CEM I,Dry,4497.925143858182,2000,2,1
GLOBAL_1165,Germany,CEM IV,Semi-dry,3007.3565635296836,2022,1,3
GLOBAL_1166,Italy,CEM V,Dry,16444.168459198398,2021,3,6
GLOBAL_1167,Mexico,CEM I,Wet,11996.373050839986,2010,1,3
GLOBAL_1168,Russia,CEM I,Wet,12747.415399260677,2009,3,7
GLOBAL_1169,USA,CEM I,Wet,15847.779686339476,1997,4,6
GLOBAL_1170,Italy,CEM I,Dry,14362.26732691658,1998,1,7
GLOBAL_1171,Russia,CEM III,Wet,16854.706804265836,2014,2,6
GLOBAL_1172,Turkey,CEM III,Wet,2068.064203737691,2014,1,7
GLOBAL_1173,USA,CEM III,Wet,15202.89209818359,2022,2,1
GLOBAL_1174,China,CEM V,Semi-dry,17166.20238911981,1991,3,3
GLOBAL_1175,India,CEM V,Semi-dry,6436.565806707972,2008,4,6
GLOBAL_1176,USA,CEM V,Dry,13168.498205871803,2009,4,1
GLOBAL_1177,Japan,CEM II,Dry,6969.079212902469,2018,2,2
GLOBAL_1178,Russia,CEM V,Wet,19201.450263166626,1995,3,7
GLOBAL_1179,China,CEM III,Semi-dry,1635.0478762745715,2006,4,5
GLOBAL_1180,Japan,CEM III,Wet,12016.064032826145,2014,3,6
GLOBAL_1181,Turkey,CEM II,Wet,4163.567393940786,1993,2,4
GLOBAL_1182,Japan,CEM II,Semi-dry,14532.183898366015,2019,2,1
GLOBAL_1183,Mexico,CEM V,Semi-dry,4341.91538495458,2009,1,1
GLOBAL_1184,Mexico,CEM IV,Semi-dry,5472.2819760687935,1992,4,6
GLOBAL_1185,Germany,CEM II,Dry,10393.045409869404,2012,4,1
GLOBAL_1186,Italy,CEM I,Dry,18381.864049940683,2007,1,2
GLOBAL_1187,Italy,CEM III,Wet,5022.573070811446,2015,2,1
GLOBAL_1188,China,CEM I,Dry,3740.560401243967,1997,2,5
GLOBAL_1189,Turkey,CEM III,Semi-dry,15420.559805226581,2006,2,5
GLOBAL_1190,Brazil,CEM III,Semi-dry,10511.771114344689,2020,2,7
GLOBAL_1191,Mexico,CEM II,Dry,18323.917135253658,2022,3,7
GLOBAL_1192,China,CEM II,Wet,3785.6765860370033,2016,4,4
GLOBAL_1193,Brazil,CEM I,Wet,13272.629967437748,1993,4,2
GLOBAL_1194,Italy,CEM III,Dry,5424.703776884486,2011,2,5
GLOBAL_1195,Germany,CEM I,Wet,3978.448144381147,2015,2,6
GLOBAL_1196,Japan,CEM IV,Wet,13985.15888798814,2021,2,3
GLOBAL_1197,Mexico,CEM I,Wet,12280.007778265932,2013,4,3
GLOBAL_1198,China,CEM V,Semi-dry,15341.721708884294,2021,4,3
GLOBAL_1199,USA,CEM I,Semi-dry,6879.788952477465,1996,2,7
GLOBAL_1200,Brazil,CEM V,Dry,9511.46147126161,2022,3,6
GLOBAL_1201,Japan,CEM V,Semi-dry,8703.961850277952,2020,1,1
GLOBAL_1202,Mexico,CEM V,Wet,19697.69981536377,2001,1,6
GLOBAL_1203,Italy,CEM IV,Semi-dry,6552.730178048369,2000,1,1
GLOBAL_1204,Turkey,CEM I,Dry,6601.527528588571,2013,4,3
GLOBAL_1205,Brazil,CEM I,Semi-dry,7736.41596774354,1997,4,4
GLOBAL_1206,Italy,CEM IV,Wet,11727.287544516108,2021,1,4
GLOBAL_1207,Mexico,CEM III,Wet,5794.13214101116,2011,1,1
GLOBAL_1208,Brazil,CEM II,Dry,18390.508867206205,2023,3,3
GLOBAL_1209,Japan,CEM I,Semi-dry,6048.025732459007,2008,4,6
GLOBAL_1210,Mexico,CEM II,Semi-dry,18020.4988996437,2009,4,4
GLOBAL_1211,Russia,CEM IV,Semi-dry,2966.0262092851085,2003,1,1
GLOBAL_1212,China,CEM III,Wet,13474.691345593394,2022,3,6
GLOBAL_1213,Japan,CEM III,Dry,18232.72485032663,1999,3,3
GLOBAL_1214,Brazil,CEM III,Semi-dry,4206.2393295663605,2005,1,2
GLOBAL_1215,Turkey,CEM IV,Wet,19398.212241885845,1993,1,3
GLOBAL_1216,Italy,CEM V,Wet,9604.783847894721,2016,4,7
GLOBAL_1217,USA,CEM V,Wet,18968.587060379465,2017,1,3
GLOBAL_1218,Italy,CEM II,Semi-dry,13859.580828970893,2005,2,6
GLOBAL_1219,Brazil,CEM V,Semi-dry,6730.15052759748,2022,3,6
GLOBAL_1220,Italy,CEM V,Semi-dry,4577.747973425022,2008,1,5
GLOBAL_1221,China,CEM III,Semi-dry,6770.965878276888,2010,2,5
GLOBAL_1222,Mexico,CEM III,Semi-dry,2767.330775990825,2011,3,6
GLOBAL_1223,USA,CEM II,Semi-dry,3733.4913605232655,1998,2,6
GLOBAL_1224,India,CEM I,Semi-dry,2988.5483665831416,1998,2,2
GLOBAL_1225,Brazil,CEM II,Semi-dry,9035.927331089597,1998,1,2
GLOBAL_1226,Germany,CEM II,Semi-dry,16115.989148894143,2016,3,3
GLOBAL_1227,India,CEM IV,Wet,3686.2875301104636,2006,2,7
GLOBAL_1228,Italy,CEM IV,Semi-dry,3476.0882302743817,1997,4,4
GLOBAL_1229,Brazil,CEM II,Dry,13225.150040829285,2005,3,7
GLOBAL_1230,Russia,CEM II,Wet,4746.476657393259,2007,4,2
GLOBAL_1231,Germany,CEM II,Semi-dry,2854.59072407084,2022,1,3
GLOBAL_1232,USA,CEM V,Dry,4170.122985905975,1990,4,7
GLOBAL_1233,Turkey,CEM IV,Semi-dry,18550.896521658746,2001,3,1
GLOBAL_1234,Russia,CEM II,Dry,16607.953802747626,1995,2,5
GLOBAL_1235,India,CEM III,Dry,7727.226684746788,1994,2,7
GLOBAL_1236,Mexico,CEM III,Dry,13460.594579220464,2005,3,4
GLOBAL_1237,China,CEM V,Dry,11208.237799692724,2007,2,3
GLOBAL_1238,Turkey,CEM V,Wet,13865.361006168714,2007,4,7
GLOBAL_1239,Russia,CEM I,Wet,13970.751896792428,1990,2,6
GLOBAL_1240,Mexico,CEM I,Dry,12945.946286139866,2008,2,1
GLOBAL_1241,Mexico,CEM I,Semi-dry,6055.926002208863,1997,4,5
GLOBAL_1242,Brazil,CEM V,Dry,1741.1219944935444,1992,4,1
GLOBAL_1243,Russia,CEM V,Wet,9655.768857812067,2014,4,3
GLOBAL_1244,USA,CEM V,Semi-dry,17928.503809123373,1994,1,2
GLOBAL_1245,Italy,CEM III,Wet,11820.447911852942,2008,4,5
GLOBAL_1246,Germany,CEM V,Wet,16815.42979233625,2007,4,1
GLOBAL_1247,Germany,CEM III,Semi-dry,19840.862516263336,2020,1,2
GLOBAL_1248,India,CEM I,Dry,4108.707878627249,2022,2,4
GLOBAL_1249,India,CEM I,Dry,14143.775143697663,2007,4,3
GLOBAL_1250,Germany,CEM I,Dry,13811.577900300468,2005,3,3
GLOBAL_1251,USA,CEM II,Dry,19619.15349980729,2005,4,5
GLOBAL_1252,China,CEM II,Semi-dry,19726.413945103206,1996,4,1
GLOBAL_1253,Japan,CEM IV,Semi-dry,14046.89362275846,2003,1,4
GLOBAL_1254,Italy,CEM IV,Semi-dry,5628.681047661691,2014,3,6
GLOBAL_1255,China,CEM IV,Wet,16172.560924481382,2021,2,5
GLOBAL_1256,Brazil,CEM II,Semi-dry,3033.553550009724,2011,2,6
GLOBAL_1257,Japan,CEM II,Dry,15833.286779260945,2005,3,5
GLOBAL_1258,Japan,CEM IV,Wet,18293.72635874923,2018,4,1
GLOBAL_1259,Russia,CEM IV,Dry,8273.834500600271,2005,1,4
GLOBAL_1260,USA,CEM V,Dry,12982.070604678529,2001,3,1
GLOBAL_1261,USA,CEM IV,Semi-dry,9172.7119098397,2006,3,3
GLOBAL_1262,Japan,CEM V,Semi-dry,9317.53604477444,2016,2,6
GLOBAL_1263,Russia,CEM III,Dry,6897.046893054281,2014,1,2
GLOBAL_1264,Italy,CEM II,Dry,15480.462788556168,2002,3,7
GLOBAL_1265,Japan,CEM IV,Wet,18787.3547191636,1997,1,3
GLOBAL_1266,Turkey,CEM II,Semi-dry,18874.266325454762,1994,4,3
GLOBAL_1267,India,CEM II,Wet,4320.844412623743,2001,2,6
GLOBAL_1268,India,CEM II,Wet,17620.129343474753,1992,4,5
GLOBAL_1269,China,CEM III,Wet,15011.19738711532,2022,1,3
GLOBAL_1270,Brazil,CEM I,Dry,5803.910613115496,2011,4,7
GLOBAL_1271,India,CEM IV,Wet,2278.4076455087766,1998,2,4
GLOBAL_1272,Mexico,CEM I,Wet,6091.9480708031815,2007,1,3
GLOBAL_1273,China,CEM I,Dry,18331.956498848987,2018,3,4
GLOBAL_1274,India,CEM I,Semi-dry,13030.394823019673,2016,4,1
GLOBAL_1275,Brazil,CEM II,Semi-dry,14700.038557059564,2006,2,5
GLOBAL_1276,USA,CEM V,Wet,5885.894671072821,2023,3,4
GLOBAL_1277,USA,CEM II,Dry,14668.374955921585,1992,2,3
GLOBAL_1278,Italy,CEM II,Semi-dry,1534.3086192805513,1994,1,5
GLOBAL_1279,Japan,CEM I,Wet,8131.105569687262,2003,1,7
GLOBAL_1280,Turkey,CEM II,Wet,12908.313622304293,1992,4,5
GLOBAL_1281,USA,CEM I,Dry,3775.8347452850844,2012,2,4
GLOBAL_1282,Russia,CEM V,Wet,16637.06791449176,2019,2,4
GLOBAL_1283,India,CEM IV,Semi-dry,5465.594677426454,2012,2,2
GLOBAL_1284,Russia,CEM I,Dry,13393.341143550479,2016,1,2
GLOBAL_1285,Brazil,CEM V,Semi-dry,8698.745708931263,1999,4,5
GLOBAL_1286,USA,CEM IV,Semi-dry,12324.828314075296,2014,2,6
GLOBAL_1287,Turkey,CEM III,Semi-dry,3041.5604999492543,2002,2,6
GLOBAL_1288,Brazil,CEM I,Wet,1321.3431985105392,2005,3,2
GLOBAL_1289,Mexico,CEM I,Wet,18281.72412022572,2023,2,3
GLOBAL_1290,Mexico,CEM III,Semi-dry,6122.970166576473,2011,4,1
GLOBAL_1291,Russia,CEM III,Semi-dry,16573.863052828725,2006,3,5
GLOBAL_1292,Japan,CEM I,Dry,19987.655708971804,2012,3,1
GLOBAL_1293,China,CEM III,Dry,5017.193901979312,1998,3,2
GLOBAL_1294,Japan,CEM II,Wet,6038.244082483757,1991,1,4
GLOBAL_1295,Italy,CEM IV,Wet,13594.335965058648,2021,3,7
GLOBAL_1296,Japan,CEM IV,Dry,19343.524057411803,2011,2,5
GLOBAL_1297,Italy,CEM IV,Semi-dry,18400.472615624134,2002,1,2
GLOBAL_1298,Italy,CEM II,Wet,10554.634881246113,1997,1,3
GLOBAL_1299,Turkey,CEM III,Semi-dry,16107.09536800777,1990,1,7
GLOBAL_1300,USA,CEM V,Dry,3579.1712088981203,2006,1,5
GLOBAL_1301,Turkey,CEM III,Wet,19571.325499876235,2001,1,5
GLOBAL_1302,Italy,CEM I,Wet,19322.711446683745,1993,1,6
GLOBAL_1303,Brazil,CEM IV,Dry,4110.850199704249,2002,1,4
GLOBAL_1304,Mexico,CEM III,Wet,6689.039371259026,2020,3,5
GLOBAL_1305,Italy,CEM V,Dry,2902.9449526285716,1996,4,4
GLOBAL_1306,Turkey,CEM I,Wet,6162.634379065415,2012,2,2
GLOBAL_1307,Brazil,CEM II,Dry,16503.15999888893,2013,2,3
GLOBAL_1308,Turkey,CEM II,Wet,8187.99653613993,1994,3,7
GLOBAL_1309,Japan,CEM V,Semi-dry,2679.542375788409,1994,3,7
GLOBAL_1310,India,CEM I,Semi-dry,7502.284970799186,2006,1,3
GLOBAL_1311,Russia,CEM IV,Semi-dry,19646.283350584323,2019,4,5
GLOBAL_1312,China,CEM III,Wet,12963.988309924856,1998,1,5
GLOBAL_1313,Turkey,CEM I,Wet,8907.057981716996,1995,3,2
GLOBAL_1314,China,CEM II,Semi-dry,4164.23175644813,2014,1,6
GLOBAL_1315,Germany,CEM V,Semi-dry,19737.359148390202,2008,2,6
GLOBAL_1316,Turkey,CEM V,Dry,16596.131175999446,2005,2,6
GLOBAL_1317,India,CEM III,Dry,6348.068746567468,2010,1,4
GLOBAL_1318,China,CEM V,Dry,2331.3052187025996,1991,4,6
GLOBAL_1319,Italy,CEM V,Semi-dry,2075.8855901736024,1999,1,3
GLOBAL_1320,Turkey,CEM I,Semi-dry,3287.1848406051427,2005,1,7
GLOBAL_1321,USA,CEM IV,Semi-dry,12034.603088674012,2004,4,7
GLOBAL_1322,Russia,CEM III,Dry,18646.505002904356,2002,4,4
GLOBAL_1323,India,CEM I,Wet,10438.125132113704,2002,4,2
GLOBAL_1324,China,CEM IV,Semi-dry,17015.964166667745,2021,2,3
GLOBAL_1325,India,CEM I,Wet,9471.845777336348,1997,1,7
GLOBAL_1326,Brazil,CEM I,Wet,14463.087369588678,2007,3,3
GLOBAL_1327,Russia,CEM V,Wet,14905.582008443516,2015,4,7
GLOBAL_1328,Italy,CEM IV,Dry,4305.310412163434,1999,4,1
GLOBAL_1329,Turkey,CEM III,Wet,7863.105120540424,2020,1,2
GLOBAL_1330,Turkey,CEM III,Semi-dry,13108.740974222454,2022,3,2
GLOBAL_1331,Turkey,CEM IV,Dry,2343.235555502957,2018,1,1
GLOBAL_1332,Russia,CEM V,Semi-dry,7869.263567496176,1994,1,4
GLOBAL_1333,USA,CEM II,Semi-dry,11161.189859342656,2002,4,7
GLOBAL_1334,Germany,CEM I,Dry,19928.265367848137,1990,4,7
GLOBAL_1335,Mexico,CEM V,Semi-dry,10016.137689826373,2012,2,7
GLOBAL_1336,Japan,CEM IV,Semi-dry,16505.07838517215,1992,3,6
GLOBAL_1337,China,CEM I,Dry,9209.278416265737,1992,3,6
GLOBAL_1338,USA,CEM III,Semi-dry,16131.42372977447,1996,4,6
GLOBAL_1339,Italy,CEM II,Wet,12312.881230782059,2004,4,6
GLOBAL_1340,China,CEM III,Semi-dry,17845.313388545568,1992,4,6
GLOBAL_1341,Turkey,CEM IV,Wet,8807.908494652089,2018,3,1
GLOBAL_1342,India,CEM I,Semi-dry,12481.783976608098,2019,2,2
GLOBAL_1343,Italy,CEM IV,Dry,12970.35493175772,2007,3,4
GLOBAL_1344,China,CEM I,Dry,8930.275894208993,2000,4,3
GLOBAL_1345,Turkey,CEM V,Semi-dry,3741.928830062149,1990,4,6
GLOBAL_1346,China,CEM II,Dry,2777.6287313343755,2018,2,1
GLOBAL_1347,India,CEM V,Semi-dry,1316.759461393029,1999,1,7
GLOBAL_1348,Turkey,CEM V,Dry,17597.15102065908,2017,1,4
GLOBAL_1349,Germany,CEM IV,Wet,5493.0233325351965,2020,3,4
GLOBAL_1350,USA,CEM II,Semi-dry,5018.628236353593,2008,1,4
GLOBAL_1351,Brazil,CEM I,Wet,14984.672608095245,1992,1,1
GLOBAL_1352,Japan,CEM I,Wet,7080.306148660443,2004,3,3
GLOBAL_1353,Russia,CEM III,Semi-dry,10614.849155824895,2022,4,6
GLOBAL_1354,Japan,CEM I,Wet,4087.7102406516697,2015,1,4
GLOBAL_1355,Italy,CEM IV,Semi-dry,19235.168707777415,2005,4,1
GLOBAL_1356,Japan,CEM V,Wet,17180.04660032751,2022,3,7
GLOBAL_1357,Turkey,CEM V,Semi-dry,17412.00283633506,2009,4,2
GLOBAL_1358,Germany,CEM V,Semi-dry,8728.701222868098,2002,4,7
GLOBAL_1359,Brazil,CEM II,Dry,15484.863060436282,2022,3,1
GLOBAL_1360,USA,CEM I,Semi-dry,3733.646952405823,1994,4,1
GLOBAL_1361,USA,CEM IV,Semi-dry,1163.7610492438253,2003,1,1
GLOBAL_1362,India,CEM II,Wet,1379.4857189825343,2016,1,4
GLOBAL_1363,Russia,CEM III,Semi-dry,12145.43301068665,2012,1,1
GLOBAL_1364,China,CEM IV,Dry,9652.503199710874,2003,1,2
GLOBAL_1365,Germany,CEM IV,Wet,10842.291629261876,1993,4,4
GLOBAL_1366,China,CEM IV,Wet,1141.7996679271687,2008,1,7
GLOBAL_1367,Brazil,CEM V,Dry,9031.045773491089,1993,4,2
GLOBAL_1368,Japan,CEM IV,Wet,14643.295062816356,2019,2,5
GLOBAL_1369,USA,CEM I,Wet,9411.180337381282,2008,4,7
GLOBAL_1370,Brazil,CEM IV,Wet,14912.164919932224,2020,1,1
GLOBAL_1371,Japan,CEM V,Wet,5427.3603235398605,2020,2,6
GLOBAL_1372,USA,CEM IV,Dry,16449.698085152784,1998,3,6
GLOBAL_1373,Japan,CEM III,Dry,12180.193568615594,2002,4,4
GLOBAL_1374,Russia,CEM III,Wet,5004.498889168219,2003,1,6
GLOBAL_1375,Germany,CEM V,Wet,5497.689041222826,1999,1,7
GLOBAL_1376,Italy,CEM I,Dry,12932.578826821204,2020,1,4
GLOBAL_1377,Brazil,CEM I,Dry,16768.852271036423,2012,3,7
GLOBAL_1378,Brazil,CEM II,Dry,8896.927858553949,2016,2,1
GLOBAL_1379,Mexico,CEM V,Wet,5907.7081534242525,1995,2,3
GLOBAL_1380,Turkey,CEM IV,Wet,17473.22053130141,2015,1,3
GLOBAL_1381,Russia,CEM V,Semi-dry,13716.097543265863,1991,4,2
GLOBAL_1382,Russia,CEM II,Dry,9513.624258378453,2002,1,1
GLOBAL_1383,China,CEM V,Wet,10270.103710306736,2008,1,6
GLOBAL_1384,Japan,CEM V,Dry,4880.872890791532,1990,4,1
GLOBAL_1385,Turkey,CEM II,Wet,12909.249971232035,2021,1,5
GLOBAL_1386,Germany,CEM I,Dry,7816.107700314884,2011,3,3
GLOBAL_1387,Germany,CEM IV,Wet,19917.258356812636,2018,1,6
GLOBAL_1388,Russia,CEM II,Semi-dry,10123.486789975868,1991,3,7
GLOBAL_1389,Germany,CEM III,Semi-dry,10231.82651760265,2000,1,7
GLOBAL_1390,Mexico,CEM I,Dry,11751.183960802766,2006,2,3
GLOBAL_1391,Brazil,CEM III,Wet,18418.364059256186,1997,4,1
GLOBAL_1392,India,CEM I,Wet,16215.543897335256,2011,2,6
GLOBAL_1393,Italy,CEM IV,Dry,9571.471326158988,1993,1,2
GLOBAL_1394,China,CEM IV,Wet,14655.286053483123,2000,1,7
GLOBAL_1395,Japan,CEM V,Dry,12138.474476834472,1997,3,1
GLOBAL_1396,Italy,CEM III,Wet,10354.97392532373,1998,1,2
GLOBAL_1397,Japan,CEM I,Dry,4653.99968290266,2015,1,6
GLOBAL_1398,USA,CEM IV,Wet,9814.789005642928,1991,1,3
GLOBAL_1399,Italy,CEM II,Dry,5670.553153428918,2005,2,5
GLOBAL_1400,India,CEM IV,Wet,18382.00084718144,2020,3,4
GLOBAL_1401,Russia,CEM II,Semi-dry,7372.729456430592,1995,2,3
GLOBAL_1402,Mexico,CEM I,Wet,19093.016276134073,2010,3,2
GLOBAL_1403,Brazil,CEM IV,Dry,11128.050511799513,2015,2,1
GLOBAL_1404,Brazil,CEM IV,Semi-dry,12999.343194847046,2008,1,7
GLOBAL_1405,Mexico,CEM I,Wet,11315.868445297228,2017,2,6
GLOBAL_1406,Turkey,CEM IV,Semi-dry,3458.2317223673167,1997,2,3
GLOBAL_1407,USA,CEM II,Wet,8140.603161150878,2003,3,7
GLOBAL_1408,Japan,CEM IV,Semi-dry,2883.7761332748546,2013,3,7
GLOBAL_1409,India,CEM III,Dry,12836.126839484254,2015,2,5
GLOBAL_1410,Germany,CEM V,Wet,9490.609708808339,2020,3,6
GLOBAL_1411,Italy,CEM II,Wet,15781.714459847799,2021,3,2
GLOBAL_1412,USA,CEM III,Dry,5188.939138988027,1991,3,6
GLOBAL_1413,Italy,CEM I,Semi-dry,4126.755110157364,2014,4,6
GLOBAL_1414,India,CEM II,Dry,8720.312388311588,1991,3,1
GLOBAL_1415,China,CEM V,Dry,18605.12228114924,1990,4,4
GLOBAL_1416,China,CEM V,Semi-dry,14498.014485235823,2001,4,7
GLOBAL_1417,USA,CEM I,Dry,8959.548871065454,1998,3,2
GLOBAL_1418,Russia,CEM I,Wet,10828.1712253319,2017,2,1
GLOBAL_1419,India,CEM II,Wet,2600.0472123648688,2022,3,7
GLOBAL_1420,India,CEM IV,Wet,19706.942031146147,2011,1,4
GLOBAL_1421,Mexico,CEM I,Dry,13661.73878920346,2014,2,1
GLOBAL_1422,Russia,CEM IV,Wet,6422.677300805027,2007,4,4
GLOBAL_1423,Japan,CEM III,Wet,12130.359490089642,1995,4,4
